condition,case_id,joint_index,radius_m,local_chamfer_mm2
A,dev_arm-42e898b1a2,2,0.04427362768800189,0.0001277088594983456
A,dev_arm-42e898b1a2,3,0.04427362768800189,8.52647651231231e-05
A,dev_arm-42e898b1a2,4,0.04427362768800189,
A,dev_arm-42e898b1a2,5,0.04427362768800189,
A,dev_arm-43fa322555,0,0.11892464039468678,0.0003708660749464638
A,dev_arm-43fa322555,1,0.11892464039468678,0.0005558862723297461
A,dev_arm-43fa322555,2,0.11892464039468678,0.0005131057523072537
A,dev_arm-43fa322555,3,0.11892464039468678,0.0005493901920465224
A,dev_arm-43fa322555,4,0.11892464039468678,0.000504060972094578
A,dev_arm-43fa322555,5,0.11892464039468678,0.0006546795132821596
A,dev_arm-43fa322555,6,0.11892464039468678,0.0006359903977375921
A,dev_arm-43fa322555,7,0.11892464039468678,0.0017600860722825748
A,dev_arm-43fa322555,8,0.11892464039468678,0.0017716758549897221
A,dev_arm-43fa322555,9,0.11892464039468678,0.0016405969609261273
A,dev_arm-43fa322555,10,0.11892464039468678,0.0017773835501989957
A,dev_arm-43fa322555,11,0.11892464039468678,0.0016875087939928857
A,dev_arm-43fa322555,12,0.11892464039468678,0.001750462554631745
A,dev_arm-43fa322555,13,0.11892464039468678,0.002237363322821099
A,dev_arm-43fa322555,14,0.11892464039468678,0.0022913826774705547
A,dev_arm-43fa322555,15,0.11892464039468678,0.002309869414035982
A,dev_arm-4c7b408826,0,0.1182243846279309,0.0025532794730332826
A,dev_arm-4c7b408826,1,0.1182243846279309,0.0015152728291064647
A,dev_arm-4c7b408826,2,0.1182243846279309,
A,dev_arm-4c7b408826,3,0.1182243846279309,
A,dev_arm-4c7b408826,4,0.1182243846279309,
A,dev_arm-4c7b408826,5,0.1182243846279309,
A,dev_arm-4c7b408826,6,0.1182243846279309,0.0028305469866135046
A,dev_arm-4c7b408826,7,0.1182243846279309,
A,dev_arm-4c7b408826,8,0.1182243846279309,
A,dev_arm-551a9c392e,0,0.22594329204399047,0.0026807674063582046
A,dev_arm-551a9c392e,1,0.22594329204399047,0.002369137983243223
A,dev_arm-551a9c392e,2,0.22594329204399047,0.002489723339699007
A,dev_arm-551a9c392e,3,0.22594329204399047,0.002587912889039566
A,dev_arm-551a9c392e,4,0.22594329204399047,0.0025006566147924712
A,dev_arm-551a9c392e,5,0.22594329204399047,0.0010112835531223018
A,dev_arm-551a9c392e,6,0.22594329204399047,0.003942491646537535
A,dev_arm-551a9c392e,7,0.22594329204399047,0.0015842603774614912
A,dev_arm-551a9c392e,8,0.22594329204399047,0.004902342364806169
A,dev_arm-551a9c392e,9,0.22594329204399047,0.01231049668398686
A,dev_arm-551a9c392e,10,0.22594329204399047,0.005546650225507878
A,dev_arm-551a9c392e,11,0.22594329204399047,0.0023955730656246067
A,dev_arm-551a9c392e,12,0.22594329204399047,0.0013470112933649137
A,dev_arm-551a9c392e,13,0.22594329204399047,0.004787681611017189
A,dev_arm-551a9c392e,14,0.22594329204399047,0.004916414061276196
A,dev_arm-551a9c392e,15,0.22594329204399047,0.005400691395743516
A,dev_arm-551a9c392e,16,0.22594329204399047,0.0062287292813345
A,dev_arm-551a9c392e,17,0.22594329204399047,0.009597749122805721
A,dev_arm-551a9c392e,18,0.22594329204399047,0.005152659369729619
A,dev_arm-551a9c392e,19,0.22594329204399047,0.007556766213546609
A,dev_arm-cb42051aad,0,0.1016617389139592,0.000510992629487965
A,dev_arm-cb42051aad,1,0.1016617389139592,0.001599255548802197
A,dev_arm-cb42051aad,2,0.1016617389139592,0.0016242712903271283
A,dev_arm-cb42051aad,3,0.1016617389139592,0.003013922720724074
A,dev_arm-cb42051aad,4,0.1016617389139592,
A,dev_arm-cb42051aad,5,0.1016617389139592,
A,dev_arm-cb42051aad,6,0.1016617389139592,0.0005688472661011341
A,dev_arm-cb42051aad,7,0.1016617389139592,
A,dev_arm-cb42051aad,8,0.1016617389139592,
A,dev_arm-d55f01b988,0,0.0430189524012178,8.242144850401737e-05
A,dev_arm-d55f01b988,1,0.0430189524012178,7.793036809850759e-05
A,dev_arm-d55f01b988,2,0.0430189524012178,4.121878083088809e-05
A,dev_arm-d55f01b988,3,0.0430189524012178,0.000532244115587273
A,dev_arm-d55f01b988,4,0.0430189524012178,
A,dev_arm-d55f01b988,5,0.0430189524012178,
A,dev_arm-d55f01b988,6,0.0430189524012178,
A,dev_arm-d55f01b988,7,0.0430189524012178,
A,dev_arm-f7b0b901d3,0,0.09380736911834071,0.0009983060032433288
A,dev_arm-f7b0b901d3,1,0.09380736911834071,0.0002659111056968772
A,dev_arm-f7b0b901d3,2,0.09380736911834071,0.0003619329817162074
A,dev_arm-f7b0b901d3,3,0.09380736911834071,0.0003941426838434823
A,dev_arm-f7b0b901d3,4,0.09380736911834071,
A,dev_arm-f7b0b901d3,5,0.09380736911834071,
A,dev_arm-f7b0b901d3,6,0.09380736911834071,
A,dev_arm-f7b0b901d3,7,0.09380736911834071,0.0009984938389989994
A,dev_arm-fdadfa8bdd,0,0.12139735794368126,0.0006647433741777773
A,dev_arm-fdadfa8bdd,1,0.12139735794368126,0.0007390817295931274
A,dev_arm-fdadfa8bdd,2,0.12139735794368126,
A,dev_arm-fdadfa8bdd,3,0.12139735794368126,
A,dev_arm-fdadfa8bdd,4,0.12139735794368126,
A,dev_arm-fdadfa8bdd,5,0.12139735794368126,
A,dev_arm-fdadfa8bdd,6,0.12139735794368126,0.00035987633598613883
A,dev_arm-fdadfa8bdd,7,0.12139735794368126,
A,dev_arm-fdadfa8bdd,8,0.12139735794368126,
B,dev_arm-0573e1e127,0,0.11411956115839975,0.0007793623996249922
B,dev_arm-0573e1e127,1,0.11411956115839975,0.0007277553195755504
B,dev_arm-0573e1e127,2,0.11411956115839975,0.0006963401123222355
B,dev_arm-0573e1e127,3,0.11411956115839975,0.000733506816255861
B,dev_arm-0573e1e127,4,0.11411956115839975,0.00042224306694428
B,dev_arm-0573e1e127,5,0.11411956115839975,0.0013193131061569332
B,dev_arm-0573e1e127,6,0.11411956115839975,0.0007706261033048233
B,dev_arm-0573e1e127,7,0.11411956115839975,0.0013546688634284096
B,dev_arm-0573e1e127,8,0.11411956115839975,0.001228814934704546
B,dev_arm-07307859e2,0,0.11897594799911629,0.0004366069783344678
B,dev_arm-07307859e2,1,0.11897594799911629,0.0004285834306924559
B,dev_arm-07307859e2,2,0.11897594799911629,0.0004498390487854613
B,dev_arm-07307859e2,3,0.11897594799911629,0.0013334221756901709
B,dev_arm-07307859e2,4,0.11897594799911629,0.0009080165662537946
B,dev_arm-07307859e2,5,0.11897594799911629,0.000983186608345057
B,dev_arm-07307859e2,6,0.11897594799911629,0.0013328614236700505
B,dev_arm-07307859e2,7,0.11897594799911629,0.0019010026311194687
B,dev_arm-07307859e2,8,0.11897594799911629,0.001963263081804261
B,dev_arm-07307859e2,9,0.11897594799911629,0.0017672853430727165
B,dev_arm-07307859e2,10,0.11897594799911629,0.0019042169755200998
B,dev_arm-10f5f05385,0,0.07864880159975975,0.00014769309877821806
B,dev_arm-10f5f05385,1,0.07864880159975975,0.0001576046200541365
B,dev_arm-10f5f05385,2,0.07864880159975975,0.00025938109039471736
B,dev_arm-10f5f05385,3,0.07864880159975975,
B,dev_arm-10f5f05385,4,0.07864880159975975,
B,dev_arm-21b8992ec4,0,0.11446286722336801,0.0007109298371708087
B,dev_arm-21b8992ec4,1,0.11446286722336801,0.0010086276248968606
B,dev_arm-21b8992ec4,2,0.11446286722336801,0.0010509412279923
B,dev_arm-21b8992ec4,3,0.11446286722336801,0.0010997236456682285
B,dev_arm-21b8992ec4,4,0.11446286722336801,0.0010797771149085962
B,dev_arm-21b8992ec4,5,0.11446286722336801,0.00032045325544696073
B,dev_arm-21b8992ec4,6,0.11446286722336801,0.0003004050922582737
B,dev_arm-21b8992ec4,7,0.11446286722336801,0.00042475683295999686
B,dev_arm-21b8992ec4,8,0.11446286722336801,0.00047235608427854085
B,dev_arm-21b8992ec4,9,0.11446286722336801,0.0009109903693397622
B,dev_arm-3ce41d3c31,0,0.1355428647672726,0.0005540296772091049
B,dev_arm-3ce41d3c31,1,0.1355428647672726,0.0005563841765304528
B,dev_arm-3ce41d3c31,2,0.1355428647672726,0.0010376189527261498
B,dev_arm-3ce41d3c31,3,0.1355428647672726,0.0010084195838337127
B,dev_arm-3ce41d3c31,4,0.1355428647672726,0.0014992536956562465
B,dev_arm-3ce41d3c31,5,0.1355428647672726,0.002958037670793914
B,dev_arm-3ce41d3c31,6,0.1355428647672726,0.0007840225345887291
B,dev_arm-3ce41d3c31,7,0.1355428647672726,0.002535066804283718
B,dev_arm-3ce41d3c31,8,0.1355428647672726,0.0026829057934683667
B,dev_arm-42e898b1a2,0,0.04427362768800189,0.00010093401867907843
B,dev_arm-42e898b1a2,1,0.04427362768800189,0.00011025486092594897
B,dev_arm-42e898b1a2,2,0.04427362768800189,0.00011622040540036872
B,dev_arm-42e898b1a2,3,0.04427362768800189,0.00011078403693072505
B,dev_arm-42e898b1a2,4,0.04427362768800189,
B,dev_arm-42e898b1a2,5,0.04427362768800189,
B,dev_arm-43fa322555,0,0.11892464039468678,0.00027751521957529056
B,dev_arm-43fa322555,1,0.11892464039468678,0.0005730590661950815
