axis_error_degrees_median,case_id,chamfer,error,failure_patterns,graph_f1,hd95,joint_type_accuracy,link_rotation_error_degrees_median,link_translation_error_normalized_median,mutation,origin_error_normalized_median,part_f1,simultaneous_success,status,voxel_iou
90.0,case_06_arm-42e898b1a2,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,94.90647390598055,0.3677059372462212,axis_90,0.0,1.0,False,OK,1.0
0.0,case_06_arm-42e898b1a2,9.00529361447185e-05,,missing_parts;wrong_joint_type,0.9090909090909091,0.017028217381030723,0.8333333333333334,0.0,0.00035958948803667043,remove_terminal_link,0.0,0.923076923076923,False,OK,0.9876237623762376
,case_06_arm-42e898b1a2,,ValueError: kinematic graph is not a rooted tree,,,,,,,remove_terminal_joint,,,,INVALID,
0.0,case_06_arm-42e898b1a2,3.3914900508884204e-05,,poor_curved_geometry;wrong_joint_type;wrong_topology,0.8333333333333334,0.009772652852567001,0.8333333333333334,0.0,0.01219254777180297,reparent_terminal_link,0.0,1.0,False,OK,0.948019801980198
,case_06_arm-42e898b1a2,0.0,,wrong_joint_axis;wrong_joint_type;wrong_motion,1.0,0.0,0.0,93.63959759701642,0.18107757862172127,revolute_fixed,0.0,1.0,False,OK,1.0
0.0,case_06_arm-42e898b1a2,8.252748336581537e-05,,,1.0,0.016622239805242627,1.0,0.0,2.3986770354496524e-07,link_scale_pct_20,0.0,1.0,True,OK,1.0
0.0,case_07_arm-10f5f05385,0.0,,,1.0,0.0,1.0,0.0,0.0,identity,0.0,1.0,True,OK,1.0
0.0,case_07_arm-10f5f05385,0.0,,,1.0,0.0,1.0,0.0,0.0,axis_0,0.0,1.0,True,OK,1.0
5.000000000092464,case_07_arm-10f5f05385,0.0,,,1.0,0.0,1.0,5.279374877344255,0.0010630980962740833,axis_5,0.0,1.0,True,OK,1.0
10.000000001987418,case_07_arm-10f5f05385,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,10.551494436325207,0.0022281797110861243,axis_10,0.0,1.0,False,OK,1.0
0.0,case_07_arm-10f5f05385,3.755125434340686e-22,,,1.0,2.5251336528237457e-11,1.0,0.0,3.926442504464944e-12,origin_mm_0,0.0,1.0,True,OK,1.0
0.0,case_07_arm-10f5f05385,1.3204149841943179e-05,,,1.0,0.005966547190652515,1.0,0.0,0.010339778877947228,origin_mm_5,0.006357375952712894,1.0,True,OK,0.9970238095238095
0.0,case_07_arm-10f5f05385,6.479011105111449e-05,,,1.0,0.013899668797445402,1.0,0.0,0.020633990090852504,origin_mm_10,0.012714751905425788,1.0,True,OK,0.9441176470588235
0.0,case_07_arm-10f5f05385,2.145293896015588e-05,,,1.0,0.010913326428300644,1.0,0.0,1.5433034691814118e-05,link_scale_pct_1,0.0,1.0,True,OK,0.9970238095238095
0.0,case_07_arm-10f5f05385,4.692307641264454e-05,,,1.0,0.01389374307403375,1.0,0.0,7.716630920279188e-05,link_scale_pct_5,0.0,1.0,True,OK,1.0
0.0,case_07_arm-10f5f05385,3.749853157385906e-09,,,1.0,9.034549432203771e-06,1.0,0.0,0.0,visual_translation_mm_1,0.0,1.0,True,OK,1.0
0.0,case_07_arm-10f5f05385,8.647901830104115e-08,,,1.0,2.757280975521869e-05,1.0,0.0,0.0,visual_translation_mm_5,0.0,1.0,True,OK,1.0
45.0,case_07_arm-10f5f05385,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,46.63428044456476,0.017565665131522974,axis_45,0.0,1.0,False,OK,1.0
90.0,case_07_arm-10f5f05385,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,87.70025725986592,0.053886628072712654,axis_90,0.0,1.0,False,OK,1.0
0.0,case_07_arm-10f5f05385,7.80764249141868e-05,,missing_parts;wrong_joint_type;wrong_topology,0.888888888888889,0.015648044589755546,0.8,0.0,0.000618447242183795,remove_terminal_link,0.0,0.9090909090909091,False,OK,0.967551622418879
,case_07_arm-10f5f05385,,ValueError: kinematic graph is not a rooted tree,,,,,,,remove_terminal_joint,,,,INVALID,
