GT_accessed,KFDE_component_brep_sha256,addition_geometry_state,alignment_category,allowed_region_pair_common_mm3,ambiguity_reason,component_id,coordinate_volume_delta_mm3,exact_adjacent,exact_allowed_contact_or_cluster_exception,exact_full_pair_common_mm3,exact_mutable_pair_common_mm3,exact_taxonomy,exact_unintended_collision,geometry_fcstd_sha256,geometry_id,joint_id,kfde_mutable_added_intersection_mm3,kfde_status,kfde_violation,mutable_geometry_state,neighbor_id,pose_q_rad,scope_ambiguity
False,3d6c7f2a3679da04085677e7925ab136efe8b74cd0617643acf24809e885f286,VALID_MULTI_SOLID,ALIGNED_SAFE,615.7521601035999,,L07_FIXED_J06_00,0.0,True,True,615.7521601035996,0.0,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,FIXED_J06,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_MULTI_SOLID,L07,0.0,True
False,fd8ce0eb51467ef088fe5d37b8c2d1bb7dd83c5bad3481b6157573b0980b180f,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4837.738527487741,,L03_J03_00,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,-2.1467549799530254,True
False,034a2b439bf4ad1f82707eb9ad11cf74de9a0319c0abcd0d0417a25bec2b0d34,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4837.738527194036,,L03_J03_01,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,-1.498074274628466,True
False,0986766f8032b976541f11ad435df69f74755547040fbd752040c69e40182b4a,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4837.738526959649,,L03_J03_02,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,-0.849393569303907,True
False,6474691582403cbd7b3d1a8423559d4e097e5ad5d5d6af127f696b18e6278031,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4870.624000715184,,L03_J03_03,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,-0.20071286397934784,True
False,f41fabae5c03866bbd6c6a91349fe4c7f111faaa4107e3b24449c655b4d0d316,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4837.738527145849,,L03_J03_04,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,0.4479678413452115,True
False,8338ce721966f9458f6c8f9efeabaa34199f386584dfe8df09845a7648de8b90,EFFECTIVELY_EMPTY,ALIGNED_SAFE,4842.697183378209,,L03_J03_05,0.0,True,True,4.9590653035493215,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,1.0966485466697709,True
False,87e9cd68a565eb0e97a059f21425dd4577a75d22a22d0410ad4a0b64c76cd3b5,EFFECTIVELY_EMPTY,ALIGNED_SAFE,5040.936246112476,,L03_J03_06,0.0,True,True,109.32533959436104,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J03,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L03,1.7453292519943295,True
False,e263427958d2f8fe74a54dc6ccfaf7fe6bca4e0086a0f9c7a086287a17d5886e,EFFECTIVELY_EMPTY,ALIGNED_SAFE,210.70750377417568,,L05_FIXED_J04_00,0.0,True,True,210.70750377417568,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,FIXED_J04,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L05,0.0,True
False,0c3a82d97b831f1f769f9072b784e4327839c2315ad3900f0fafdbf2eaeeac37,EFFECTIVELY_EMPTY,ALIGNED_SAFE,631.0203004000464,,L06_J05_00,0.0,True,True,631.0203004000464,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J05,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L06,0.0,True
False,b2038d9ffad14e43924eb9a601e2b1c80bea32dbfb0b52318ae5af5a9bd4fcdd,EFFECTIVELY_EMPTY,ALIGNED_SAFE,631.0203004000464,,L06_J05_01,0.0,True,True,631.0203004000464,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J05,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L06,1.5707963267948966,True
False,e0f4c050cff9ddb1035d68195e9dd5ad9089b362ba19c921f59241974ea4c253,EFFECTIVELY_EMPTY,ALIGNED_SAFE,631.0203004000464,,L06_J05_02,0.0,True,True,631.0203004000464,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J05,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L06,3.141592653589793,True
False,edb5ea44b4cacc71bb9a9588c55666d97078f212b200e554f5668d436fcc0560,EFFECTIVELY_EMPTY,ALIGNED_SAFE,631.0203004000464,,L06_J05_03,0.0,True,True,631.0203004000464,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,J05,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L06,4.71238898038469,True
False,3d6c7f2a3679da04085677e7925ab136efe8b74cd0617643acf24809e885f286,EFFECTIVELY_EMPTY,ALIGNED_SAFE,615.7521601035999,,L07_FIXED_J06_00,0.0,True,True,615.7521601035999,0.0,EXPECTED_INTERFACE_CONTACT,False,628ba73cdc520bb49fa245b297d0efe9e6186245301a9988a32a41768f59ed69,G5_F0_COARSE,FIXED_J06,0.0,EMPTY_MUTABLE_GEOMETRY,False,EFFECTIVELY_EMPTY,L07,0.0,True
