mesh_path,mesh_faces,mesh_vertices,mesh_area,mesh_bbox_diagonal,mesh_watertight,mesh_body_count,normal_entropy,dihedral_q90_deg,sharp_edge_rate_15deg,sharp_edge_rate_30deg,error
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_3.stl,2860.0,1432.0,1.1794059473802783,0.8775779662679851,True,3.0,0.7325903739567032,90.0,0.4104895104895105,0.3871794871794872,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_4.stl,1542.0,777.0,0.8046393486181842,1.2952072415890534,True,3.0,0.7783930385249777,90.0,0.47816688283614356,0.3912667531344574,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_5.stl,824.0,408.0,0.10497219139268213,0.2525950785868079,True,1.0,0.5965553240742746,90.0,0.3656957928802589,0.35436893203883496,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_6.stl,1100.0,552.0,0.05544643980475112,0.2698228947919663,True,1.0,0.7040329903047473,90.0,0.3575757575757576,0.3575757575757576,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600\visual\base_link.dae,3594.0,1832.0,0.9013490919996797,0.8752330839160298,False,2.0,0.8002395725342117,89.93021629591392,0.4756463094792057,0.387785687523417,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600\visual\link_1.dae,6680.0,3326.0,1.425343745723634,0.9921449440902552,False,1.0,0.8423116960239989,90.0,0.47917083917484476,0.3842379331063489,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_20_250\visual\link_2.dae,5280.0,2610.0,1.0471265814346093,1.3891331025743807,True,1.0,0.758048699478437,90.0,0.4842171717171717,0.3987373737373737,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_20_250\visual\link_3.dae,8134.0,4057.0,1.0053429968593794,0.8177364300059874,False,2.0,0.9216147767607141,90.0,0.45719908166612006,0.3724171859626107,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_20_250\visual\link_4.dae,9997.0,5022.0,0.4486050081847651,1.0049202052007606,False,9.0,0.8326815508722889,48.24669138600977,0.35228487439871725,0.15439604489577766,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\meshes\irb4600_20_250\visual\link_5.dae,2046.0,1028.0,0.03986577535829682,0.1671834339772341,False,1.0,0.6561472586619541,88.16755985533045,0.37557152188112347,0.22501632919660353,
