dataset_id,graph_valid,joint_types,manufacturer,max_chain_depth,metadata_matched,n_actuated_joints,n_collision_mesh_refs,n_graph_roots,n_joints,n_links,n_links_with_mesh_visual,n_links_with_visual,n_primitive_visuals,n_resolved_visual_mesh_refs,n_visual_mesh_refs,name,nonfixed_visual_coverage,parse_error,parse_ok,qc_grade,relative_path,resolution_methods,resolved_visual_meshes,robot_xml_name,source,source_link,type,urdf_path,variant,visual_mesh_resolution_rate,xacro_generated
255,True,"{""fixed"": 3, ""revolute"": 7}",KUKA,9,True,7,2,1,10,11,8,8,0,15,15,LBR iiwa 14,1.0,,True,A,drake\iiwa_description\urdf\iiwa14_primitive_collision.urdf,"{""ancestor_suffix"": 15}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\band.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\kuka.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_0.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_1.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_3.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_5.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_7.obj""]",iiwa14,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/manipulation/models/iiwa_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\iiwa_description\urdf\iiwa14_primitive_collision.urdf,primitive collision,1.0,False
251,True,"{""fixed"": 3, ""revolute"": 7}",KUKA,9,True,7,0,1,10,11,8,8,0,15,15,LBR iiwa 14,1.0,,True,A,drake\iiwa_description\urdf\iiwa14_spheres_collision.urdf,"{""ancestor_suffix"": 15}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\band.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\kuka.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_0.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_1.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_3.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_5.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_7.obj""]",iiwa14,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/manipulation/models/iiwa_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\iiwa_description\urdf\iiwa14_spheres_collision.urdf,spheres collision,1.0,False
256,True,"{""fixed"": 3, ""revolute"": 7}",KUKA,9,True,7,0,1,10,11,8,8,0,15,15,LBR iiwa 14,1.0,,True,A,drake\iiwa_description\urdf\iiwa14_spheres_dense_collision.urdf,"{""ancestor_suffix"": 15}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\band.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\kuka.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_0.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_1.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_3.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_5.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_7.obj""]",iiwa14,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/manipulation/models/iiwa_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\iiwa_description\urdf\iiwa14_spheres_dense_collision.urdf,spheres dense collision,1.0,False
257,True,"{""fixed"": 3, ""revolute"": 7}",KUKA,9,True,7,0,1,10,11,8,8,0,15,15,LBR iiwa 14,1.0,,True,A,drake\iiwa_description\urdf\iiwa14_spheres_dense_elbow_collision.urdf,"{""ancestor_suffix"": 15}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\band.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\kuka.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_0.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_1.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_3.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_5.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_7.obj""]",iiwa14,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/manipulation/models/iiwa_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\iiwa_description\urdf\iiwa14_spheres_dense_elbow_collision.urdf,spheres dense elbow collision,1.0,False
258,True,"{""fixed"": 6, ""revolute"": 3}",KUKA,8,True,3,0,1,9,10,8,8,0,15,15,LBR iiwa 14,1.0,,True,A,drake\iiwa_description\urdf\planar_iiwa14_spheres_dense_elbow_collision.urdf,"{""ancestor_suffix"": 15}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\band.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\kuka.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_0.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_1.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_2_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_3.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_4_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_5.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_grey.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_6_orange.obj"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\drake\\iiwa_description\\meshes\\visual\\link_7.obj""]",iiwa14,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/manipulation/models/iiwa_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\iiwa_description\urdf\planar_iiwa14_spheres_dense_elbow_collision.urdf,planar spheres dense elbow collision,1.0,False
3,False,"{""continuous"": 5, ""fixed"": 55, ""prismatic"": 3, ""revolute"": 20}",Willow Garage,0,True,28,37,0,83,83,45,64,19,0,45,PR2,1.0,,True,C,drake\pr2\pr2_description\urdf\pr2_simplified.urdf,"{""unresolved"": 45}",[],pr2,drake,https://github.com/RobotLocomotion/drake/tree/a037acf09ae797fb1d4ea850dd847337a98b7f26/examples/pr2,mobile manipulator,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\drake\pr2\pr2_description\urdf\pr2_simplified.urdf,original,0.0,False
4,True,"{""fixed"": 2, ""revolute"": 6}",ABB,7,True,6,7,1,8,9,7,7,0,7,7,IRB 120,1.0,,True,A,matlab\abb_irb120_support\urdf\abbIrb120.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_6.stl""]",abb_irb120_3_58,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\abb_irb120_support\urdf\abbIrb120.urdf,original,1.0,False
5,True,"{""fixed"": 2, ""revolute"": 6}",ABB,7,True,6,7,1,8,9,7,7,0,7,7,IRB 120T,1.0,,True,A,matlab\abb_irb120_support\urdf\abbIrb120T.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb120_support\\meshes\\irb120_3_58\\visual\\link_6.stl""]",abb_irb120t_3_58,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\abb_irb120_support\urdf\abbIrb120T.urdf,original,1.0,False
6,True,"{""fixed"": 1, ""revolute"": 6}",ABB,7,True,6,7,1,7,8,7,7,0,7,7,IRB 1600,1.0,,True,A,matlab\abb_irb1600_support\urdf\abbIrb1600.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600\\visual\\link_6.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\abb_irb1600_support\\meshes\\irb1600_6_12\\visual\\link_2.stl""]",abb_irb1600_6_12,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\abb_irb1600_support\urdf\abbIrb1600.urdf,original,1.0,False
7,True,"{""continuous"": 4, ""fixed"": 11}",Adept Mobile Robots,3,True,4,5,1,15,16,16,16,0,16,16,Pioneer 3-AT,1.0,,True,A,matlab\amr_robots_description\urdf\amrPioneer3AT.urdf,"{""ancestor_suffix"": 16}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\axle.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\back_sonar.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\chassis.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\front_sonar.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\left_hubcap.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\right_hubcap.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\top.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3at_meshes\\wheel.stl""]",pioneer3at,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\amr_robots_description\urdf\amrPioneer3AT.urdf,original,1.0,False
8,True,"{""continuous"": 2, ""fixed"": 8}",Adept Mobile Robots,3,True,2,0,1,10,11,11,11,0,11,11,Pioneer 3-DX,1.0,,True,A,matlab\amr_robots_description\urdf\amrPioneer3DX.urdf,"{""ancestor_suffix"": 11}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\back_sonar.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\caster_hubcap.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\caster_swivel.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\caster_wheel.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\chassis.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\front_sonar.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\left_hubcap.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\left_wheel.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\right_hubcap.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\right_wheel.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\p3dx_meshes\\top.stl""]",pioneer3dx,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\amr_robots_description\urdf\amrPioneer3DX.urdf,original,1.0,False
9,True,"{""continuous"": 2, ""fixed"": 1}",Adept Mobile Robots,1,True,2,0,1,3,4,1,2,1,1,1,Pioneer LX,0.333333,,True,C,matlab\amr_robots_description\urdf\amrPioneerLX.urdf,"{""ancestor_suffix"": 1}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\amr_robots_description\\meshes\\pioneer-lx\\pioneer-lx_visual.stl""]",pioneer-lx,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\amr_robots_description\urdf\amrPioneerLX.urdf,original,1.0,False
