candidate_id,status,total_visual_objective,contour_term,landmark_term,profile_term,runtime_seconds,cad_build_success,render_success,rejection_reason,housing_width_mm,housing_height_mm,proximal_section_length_mm,transition_length_mm,distal_width_mm,distal_height_mm
candidate_017,PASS,0.02819544870010777,0.031470468488871625,,0.024920428911343908,0.7621904999832623,True,True,,23.53750574365258,12.47018277272582,30.483523407950997,15.680077575147152,18.06776517443359,23.740909203886986
candidate_018,PASS,0.03597306564663058,0.03608042875007646,,0.035865702543184705,0.7785309999599122,True,True,,23.53750574365258,14.270182772725821,30.483523407950997,15.680077575147152,18.06776517443359,23.740909203886986
candidate_019,PASS,0.027685559138657626,0.030948201803782292,,0.02442291647353296,0.7743988000438549,True,True,,23.53750574365258,12.47018277272582,31.463523407950998,15.680077575147152,18.06776517443359,23.740909203886986
candidate_020,PASS,0.02765765129385482,0.030892386114176683,,0.02442291647353296,0.7764316000393592,True,True,,23.53750574365258,12.47018277272582,31.463523407950998,16.0,18.06776517443359,23.740909203886986
candidate_021,PASS,0.028817299876985218,0.031141289905696277,,0.02649330984827416,0.7713335999869741,True,True,,23.53750574365258,12.47018277272582,31.463523407950998,16.0,19.04776517443359,23.740909203886986
candidate_022,PASS,0.028025356053595935,0.031130283195847958,,0.024920428911343908,0.7690794999944046,True,True,,23.53750574365258,12.47018277272582,31.463523407950998,16.0,18.06776517443359,24.0
candidate_023,PASS,0.028712385547292003,0.03093146124630986,,0.026493309848274152,0.7739659000071697,True,True,,23.05730574365258,12.47018277272582,31.463523407950998,16.0,18.06776517443359,23.740909203886986
candidate_024,PASS,0.025890112866746688,0.029844871449015136,,0.021935354284478237,0.7712424999917857,True,True,,23.53750574365258,12.03800277272582,31.463523407950998,16.0,18.06776517443359,23.740909203886986
candidate_025,PASS,0.026729501769699338,0.030528624379298548,,0.02293037916010013,0.7725489999866113,True,True,,23.53750574365258,12.03800277272582,30.063523407951,16.0,18.06776517443359,23.740909203886986
candidate_026,PASS,0.02639938870766456,0.029868398255228995,,0.02293037916010013,0.7646469000028446,True,True,,23.53750574365258,12.03800277272582,31.463523407950998,15.16,18.06776517443359,23.740909203886986
candidate_027,PASS,0.02570089939031997,0.029466444496161703,,0.021935354284478237,0.7769909999915399,True,True,,23.53750574365258,12.03800277272582,31.463523407950998,16.0,17.38176517443359,23.740909203886986
candidate_028,PASS,0.023601125324516973,0.028292142803170092,,0.018910107845863854,0.7933635000372306,True,True,,23.53750574365258,12.03800277272582,31.463523407950998,16.0,17.38176517443359,22.140909203886984
candidate_029,PASS,0.023157994629839793,0.02844107810118634,,0.017874911158493247,0.7786008999682963,True,True,,24.0,12.03800277272582,31.463523407950998,16.0,17.38176517443359,22.140909203886984
candidate_030,PASS,0.030356876644049905,0.03288859337338766,,0.02782515991471215,0.7907820999971591,True,True,,24.0,13.83800277272582,31.463523407950998,16.0,17.38176517443359,22.140909203886984
candidate_031,PASS,0.02304838670527038,0.02822186225204751,,0.017874911158493247,0.7691512000164948,True,True,,24.0,12.03800277272582,32.0,16.0,17.38176517443359,22.140909203886984
