entity_id,v3_split,manufacturer,name,orientation_module,local_curvature_module,persistence_module,geometry_score_v3,score_without_orientation,score_without_local_curvature,score_without_persistence,single_scale_score_1,faces_1,single_scale_score_0.5,faces_0.5,single_scale_score_0.25,faces_0.25,approximation_difficulty,difficulty_1000,difficulty_5000,difficulty_10000
arm-b9fde37ad7,development,Fanuc,M-16iB,0.22083333333333333,0.39999999999999997,0.3708333333333333,0.33055555555555555,0.38541666666666663,0.2958333333333333,0.3104166666666667,0.353125,3055.0,0.34062499999999996,1524.0,0.359375,800.0,0.1597222222222222,0.10416666666666667,0.15,0.225
arm-c10bd68349,development,Fanuc,M-6iB,0.5125000000000001,0.525,0.45,0.49583333333333335,0.48750000000000004,0.48125000000000007,0.51875,0.5125000000000001,1866.0,0.49375,1002.0,0.478125,742.0,0.18333333333333335,0.17500000000000002,0.15,0.225
arm-c19394961c,development,Trossen Robotics,Turtlebot Arm,0.5083333333333333,0.9874999999999999,0.9750000000000001,0.8236111111111111,0.98125,0.7416666666666667,0.7479166666666666,0.878125,9360.0,0.865625,4760.0,0.8406250000000001,3170.0,0.4805555555555556,0.5291666666666667,0.6875,0.225
arm-c19ddd110e,development,Staubli,TX-90XL,0.9166666666666666,0.725,0.6666666666666666,0.7694444444444444,0.6958333333333333,0.7916666666666666,0.8208333333333333,0.7718750000000001,32210.0,0.728125,16102.0,0.7625000000000001,8048.0,0.36527777777777776,0.26666666666666666,0.3625,0.4666666666666666
arm-c4fb1c3613,validation,Trossen Robotics,ReactorX-200,0.012500000000000002,0.7041666666666666,0.5458333333333333,0.4208333333333332,0.625,0.2791666666666666,0.3583333333333333,0.53125,10398.0,0.45,5444.0,0.421875,3508.0,0.42777777777777776,0.2708333333333333,0.5083333333333333,0.5041666666666667
arm-c83ebf2672,development,Universal Robots,UR10,0.7791666666666667,0.2791666666666666,0.2791666666666666,0.4458333333333333,0.2791666666666666,0.5291666666666667,0.5291666666666667,0.428125,80315.0,0.584375,40155.0,0.546875,20075.0,0.9500000000000001,0.9208333333333334,0.9708333333333333,0.9583333333333334
arm-c8e061a405,development,KUKA,KR 6 R900 sixx,0.8208333333333333,0.6333333333333334,0.5291666666666667,0.6611111111111111,0.58125,0.675,0.7270833333333333,0.6781250000000001,36758.0,0.640625,18375.0,0.6375,9182.0,0.5416666666666666,0.3791666666666667,0.625,0.6208333333333332
arm-c92ba5c644,development,ABB,IRB 1600-6/1.2,0.5,0.8291666666666666,0.8041666666666667,0.7111111111111111,0.8166666666666667,0.6520833333333333,0.6645833333333333,0.75,14656.0,0.76875,7326.0,0.7500000000000001,4059.0,0.6138888888888889,0.6416666666666666,0.5750000000000001,0.625
arm-ca973d7c40,development,Fanuc,M-20iA,0.3958333333333333,0.17083333333333336,0.16666666666666666,0.24444444444444444,0.16875,0.28125,0.2833333333333333,0.22187500000000002,12035.0,0.3,6021.0,0.303125,4237.0,0.24722222222222223,0.1416666666666667,0.2625,0.33749999999999997
arm-cb42051aad,development,Fanuc,LR Mate 200iC,0.6333333333333333,0.041666666666666664,0.029166666666666664,0.2347222222222222,0.035416666666666666,0.33125,0.33749999999999997,0.1875,20341.0,0.19374999999999998,10556.0,0.190625,5810.0,0.5486111111111112,0.4083333333333334,0.5625,0.6749999999999999
arm-cf88bb5d3f,development,Fanuc,LR Mate 200i,0.7625000000000001,0.3791666666666667,0.3541666666666667,0.49861111111111117,0.3666666666666667,0.5583333333333333,0.5708333333333334,0.47187500000000004,4277.0,0.45625000000000004,2195.0,0.465625,1263.0,0.26944444444444443,0.43333333333333335,0.15,0.225
